,Local Site,Title,Link,Content(RAW)
0,[Georgia] https://www.ajc.com/news/,3 rushed to hospital after shooting near SW Atlanta gas station,https://www.ajc.com/news/crime/breaking-3-rushed-to-hospital-after-shooting-near-sw-atlanta-gas-station/CYI2RRRIBRBL3F6M5F5GPOME34/,"Multiple people were shot Wednesday evening near a gas station in southwest Atlanta, police said.

Officers were called to the 1100 block of Lee Street near a Texaco shortly before 8 p.m. in the Oakland City neighborhood regarding the shooting. At the scene, police said they found three people suffering from gunshot wounds.

The victims were alert when taken to a hospital. Their conditions were not released."
1,[Georgia] https://www.ajc.com/news/,"3 dead, several rescued after 3 separate house fires across Atlanta overnight",https://www.ajc.com/news/crime/2-dead-several-rescued-after-3-separate-house-fires-across-atlanta-overnight/NE6AYWPFKJHQTBSFWD7BDLDBU4/,"As firefighters worked to extinguish that blaze, a larger fire broke out nearly 10 miles north in Midtown, Gray said. Crews arrived on State Street around 2:45 a.m., within four minutes of the 911 call being made, and found heavy fire coming from the front of a home. It is located just a few blocks from Georgia Tech’s campus, but students did not live there, Gray said.

One person had already escaped by jumping from an elevated window on the main floor and sustained an ankle injury, officials said. That person was found lying in the backyard and let firefighters know that six others were still inside.

Three of those victims could walk and needed only minor assistance getting out, Gray said. Three others had to be rescued. One of them was brought out through the front door, another through the basement and the third through a window. Two of the rescued victims were unconscious and in critical condition with severe burns, Gray said. They did not survive.

The third victim, who sustained injuries during the fire and was taken to Grady Memorial Hospital, was eventually pronounced dead, the fire department announced Wednesday evening.

Gray said it took 13 fire units with 50 firefighters to get the blaze under control. At least four of those units had already been working the Mount Zion fire, he added, and two of them went on to fight a third fire a couple of hours later in southeast Atlanta.

That one was reported closer to 5 a.m. nearly seven miles away at a home on Sawtell Avenue in the Lakewood Heights neighborhood. It was brought under control quickly, and no injuries were reported as the home was vacant, Gray said.

“We’re prepared to handle these types of incidents — the multiple incidents — but it is very taxing on the command staff, as well as especially the firefighters, the boots on the ground,” Gray said.

Some of the firefighters left the firehouse around 12:30 a.m. and battled all three blazes before making it back, Gray underscored.

“But you know, you can talk to any member in Atlanta Fire and Rescue, and they’ll tell you that that’s the kind of day that they love, is to be able to come to work and respond to calls and try to make a difference in the community,” he said. “Every one of them will tell you, ‘That’s what we’re paid to do. That’s what we love to do. That’s the passion that we have for the job.’ So you won’t hear anybody complaining.”

The Mount Zion Road fire isn’t the first to be reported at the Terraces at Highbury Court apartments, which is among 272 of the metro area’s persistently dangerous complexes, according to an investigation by the AJC that looked into serious crimes, lax maintenance and other hazards in Atlanta neighborhoods.

In January, a fire destroyed one of the three-story buildings. It was not clear if anyone had to be rescued, but no one was injured. Eleven months later, the cause of that fire remains under investigation, fire department spokesperson Alyssa Richardson said.

Several other incidents have been reported at the complex, including the shooting death of a man in October 2022. Another man was hurt in a shooting a month earlier, and a third was shot a month before that. From 2017 to 2021, there were 108 crimes there, including another homicide in 2019, 24 aggravated assaults, seven robberies, a rape and one case of sodomy.

Wednesday’s fires all remain under investigation, officials said. The Red Cross confirmed it is assisting the victims.

— Please return to The Atlanta Journal-Constitution for updates."
2,[Georgia] https://www.ajc.com/news/,Body found in burning bag in 2007 ID’d as woman who moved from N.Y. to Atlanta,https://www.ajc.com/news/crime/body-found-in-burning-bag-in-2007-idd-as-woman-who-moved-from-ny-to-atlanta/S2V3MKSSYNA4NMHF6CKMGBD2XM/,"But the case went cold until this week. That’s when advances in DNA allowed investigators in two separate labs to positively identify the woman found dead 16 years ago: 24-year-old Nicole Alston. It was the latest in a string of cold cases in metro Atlanta and Georgia solved in recent months with the help of DNA technology. The evidence had been collected at the crime scenes, but the science simply hadn’t progressed far enough to solve the cases when they happened.

In September, Cobb County investigators solved the 1972 homicide of 9-year-old Debbie Lynn Randall by identifying her killer, The Atlanta Journal-Constitution previously reported. William Rose’s DNA was found on Randall; he died just two years after he killed the little girl.

“If you made a mistake, if you left something behind, technology is going to find you,” longtime investigator Morris Nix said when Randall’s case was solved. “Technology was seeking out William Rose and was looking for William Rose. Technology does not get old, it doesn’t retire, it doesn’t get sick and it doesn’t quit. Technology was seeking William Rose and it found him in the grave.”

In the Troup case, Alston’s last known address was Manhattan, New York, but she had moved to the Atlanta area in July 2006, her family told investigators. Then, she went missing and her family never heard from her again.

When the remains were found, they were sent to the GBI Crime Lab for identification.

Explore UGA police identify mother of newborn killed in dorm in 1996

“The only determination made was that it was an obvious homicide and the victim was an unidentified adult black female,” the sheriff’s office said.

After an in-depth investigation, the case went cold. Earlier this year, DNA was sent to Innovative Forensic Investigations in Emporia, Virginia, and Gene by Gene Laboratories in Houston, Texas, for analysis. Those forensic results were then sent to the GBI for comparison, and this week, Troup investigators learned that the DNA matched that of Alston.

Now, investigators have shifted the focus to finding the woman’s killer, the sheriff’s office said.

Anyone with information regarding the case is asked to call the Criminal Investigation Division at 706-883-1616 or Crime Stoppers at 706-812-1000."
3,[Georgia] https://www.ajc.com/news/,Fundraiser planned for Gwinnett officer hit head-on by suspected impaired driver,https://www.ajc.com/news/crime/fundraiser-planned-for-gwinnett-officer-injured-by-allegedly-impaired-driver/BMZSPGAAIFCKXG2QJ3HRGBQWLU/,"Gwinnett County police Officer Daniel Ortega has been unable to return to the line of duty more than four months after his patrol car was struck head-on by a suspected impaired driver.

But on Saturday, his fellow officers and community will be close by.

The Gwinnett County Police Foundation is hosting a fundraiser to support Ortega, who suffered injuries to his leg and foot that required extensive surgery, police wrote in a news release. Ortega will be in attendance at the event, which runs from 3 p.m. to 7 p.m. at Wild Wing Cafe on Braselton Highway in Dacula, police spokesperson Cpl. Ryan Winderweedle confirmed."
4,[Georgia] https://www.ajc.com/news/,Marietta school board removes 23 books from library for sexual content,https://www.ajc.com/education/marietta-school-board-removes-23-books-from-library-for-sexual-content/3DEBQIG7ARBXRM5U4RY3MNZLGI/,"Board member A. B. Almy was the only one to vote against the removal of the books. She also voted against the board’s original directive.

Explore Marietta school district to review books for sexually explicit content

Five of the 23 removed books are on the American Library Association’s list of the most challenged books in 2022. Six are on the organization’s list of 100 most banned and challenged books in the 2010s.

While some thanked the board and Rivera for their efforts, others wondered whether the directive would open the door for more extensive removal of books based on content that small groups of people didn’t agree with.

“To ban every book in a public school that contains inappropriate content or language, we might as well only have children’s books,” said Bella Gantt, a Marietta High School student, on Tuesday. “Furthermore, let us not misconstrue restriction as protection.”

A September directive outlined an appeals process under which parents can complain about books and appeal decisions. Two books — “Flamer” by Mike Curato and “Me and Earl and the Dying Girl” by Jesse Andrews — had already been removed from the school’s library. The school board denied a parents’ request to return “Flamer” to shelves in November. On Tuesday, it denied another parent’s request to return “Me and Earl and the Dying Girl” to shelves.

The Marietta school board set a deadline of Jan. 11 for any appeals related to the books being removed from the library. The original directive did not set a deadline.

The Marietta school system is the latest to remove books, but it’s been a frequent occurrence across the metro Atlanta area this year. The much larger Cobb County School District has made waves this year for also removing “Flamer” and “Me and Earl and the Dying Girl.” Most recently, Cobb announced its intent this year to push lawmakers to establish a rating system for books like the one that exists for movies in order to “prevent inappropriate material from being accessed by children.”

Clarification: An earlier version of this article included an incomplete quote from Gantt.

Books removed from Marietta High School library

1. “Monday’s Not Coming” by Tiffany Jackson

2. “Beyond Magenta” by Susan Kuklin

3. “More Happy Than Not” by Adam Silvera

4. “The Perks of Being a Wallflower” by Stephen Chbosky

5. “Crank” by Ellen Hopkins

6. “The Infinite Moment of Us” by Lauren Myracle

7. “13 Reasons Why” by Jay Asher

8. “City of Thieves” by David Benioff

9. “Juliet Takes a Breath” by Gabby Rivera

10. “A Court of Mist and Fury” by Sarah J. Maas

11. “A Court of Thorns and Roses” by Sarah J. Maas

12. “A Court of Wings and Ruin” by Sarah J. Maas

13. “A Court of Frost and Starlight” by Sarah J. Maas

14. “Lucky” by Alice Sebold

15. “Tricks” by Ellen Hopkins

16. “Blankets” by Craig Thompson

17. “All Boys Aren’t Blue” by George M. Johnson

18. “This Book is Gay” by Juno Dawson

19. “I Love You, Beth Cooper” by Larry Doyle

20. “It Ends With Us” by Colleen Hoover

21. “Identical” by Ellen Hopkins

22. “Grasshopper Jungle: A History” by Andrew Smith

23. “The Casual Vacancy” by J.K. Rowling"
5,[Georgia] https://www.ajc.com/news/,Cobb police pursuit ends in Atlanta with patrol vehicle atop suspect’s Jeep,https://www.ajc.com/news/crime/cobb-pursuit-ends-in-atlanta-with-patrol-vehicle-atop-suspects-jeep/DAKG3XZPHBHMDIX3FRUR2LBERY/,"A 50-year-old man was hospitalized after leading Cobb County police on a pursuit into Midtown Atlanta that ended with a patrol vehicle atop the suspect’s Jeep late Tuesday night, officials said.

Cobb police said officers with an organized crime task force were “involved in an incident” around 9:15 p.m. that started when the suspect, Robert Shirling, allegedly fled from a traffic stop in a Jeep Gladiator near Sandtown Road and Hollyridge Drive. He was pulled over for having a warrant for violation of a court order for possession, police spokesperson Officer Aaron Wilson said.

“The situation escalated when Mr. Shirling attempted to ram an officer with his vehicle, prompting a pursuit that entered the southbound lanes of (I-75) toward Atlanta and continued through various surface streets,” police said."
6,[Georgia] https://www.ajc.com/news/,Why the COP 28 summit could have big implications for Georgia,https://www.ajc.com/news/why-the-cop-28-summit-could-have-big-implications-for-georgia/25GEYNPWOVAZNMMSBHWD7WQD24/,"Credit: AP Credit: AP

The 28th Conference of Parties, or COP28 talks brought together countries that have joined the United Nations Framework Convention on Climate Change. Reports indicate the world will likely fail to meet the goal set in 2015 to limit global warming to 1.5 degrees Celsius above pre-industrial levels.

Global greenhouse gas emissions continued to rise in 2022, and it’s nearly certain that 2023 will go down as the hottest year in recorded history.

The agreements reached in Dubai will have implications in Georgia.

Here’s what else you need to know.

A pledge to triple nuclear

Though the world now relies more on renewables like wind and solar power, nuclear energy is still responsible for roughly 10% of the global electricity supply. Many experts think adding more greenhouse gas-free nuclear energy is key to preventing even more dangerous levels of global warming.

The U.S. and 21 other countries pledged to work together to develop enough new reactors to triple global nuclear capacity by 2050. The declaration says that nuclear must grow for the planet to reach net-zero emissions.

Georgia is central to America’s hopes of reviving the industry. Plant Vogtle near Augusta is home to the first two new reactors built from scratch in the U.S. in more than 30 years.

Credit: arvin.temkar@ajc.com Credit: arvin.temkar@ajc.com

Vogtle, however, has been dogged by cost overruns and delays. The total cost is now more than $35 billion, double original forecasts. Most of the added cost will fall on Georgia electricity customers.

The U.S. government and nuclear proponents have expressed hope that Vogtle would spark a nuclear renaissance, and unlock huge amounts of carbon-free energy. So far, that vision has not become reality, though some utilities have explored new reactors, and detractors point to Vogtle’s costs.

Crackdown on gas leaks

The federal Environmental Protection Agency (EPA) made news during COP28 when it announced new rules aimed at limiting major gas leaks from oil and gas operations.

The U.S. power industry and Georgia’s largest utility, Georgia Power, are moving away from coal-fired power plants, the country’s dirtiest source of electricity. But as they do, many are bridging the gap — in part — by adding huge amounts of natural gas to their systems. Georgia Power has proposed an expansion of its natural gas capacity, as well as solar and battery storage systems, to help meet an increase in electricity demand the company says is coming.

Gas power plants produce fewer heat-trapping carbon dioxide emissions than coal-fired ones, but extracting and transporting gas often releases huge amounts of methane — an even more potent greenhouse gas.

The new rule announced by President Joe Biden’s administration would force oil and gas producers to curtail methane leaks. The EPA estimates the combined economic and health benefits of the regulations could be worth more than $7 billion annually.

Georgia emissions buck global trend

Global greenhouse gas emissions are up, but Georgia’s appear to be down.

Analysis produced earlier this year by the climate research group Drawdown Georgia found that total greenhouse gas emissions in Georgia fell by 5% between 2017 and 2021, even as the state’s economy and population grew. On a per person basis, the emissions drop was even more significant — about 8%.

Credit: Jason Getz/AJC Credit: Jason Getz/AJC

The group attributed most of the decrease to the growth of clean energy and the shuttering of coal power plants. Still, emissions from other sectors in Georgia remain stubbornly high.

Though more consumers are choosing electric vehicles — which produce zero tailpipe emissions — transportation emissions surpassed pre-COVID levels in 2021. Georgia has also lost some of its available carbon sinks, like forests, which pull heat-trapping carbon dioxide from the atmosphere and are a critical buffer against further warming.

While experts have cheered Georgia’s progress, they say deeper emissions cuts are needed to meet the international 1.5 degrees Celsius goal.

A win for solar

The COP28 agreement includes a pledge to triple renewable energy capacity globally by 2030.

It’s likely that Georgia companies will help meet that global demand, especially for solar panels.

Korean solar manufacturer Qcells recently completed an expansion of its existing plant in Dalton, which can now produce 30,000 solar panels per day.

Credit: Natrice Miller / Natrice.Miller@ Credit: Natrice Miller / Natrice.Miller@

The company is building a second factory in Cartersville that’s expected to employ 2,000 workers and open in 2024. The Cartersville plant will boast a fully integrated domestic supply chain for all components, from solar ingots and wafers to cells and finished panels.

Once both factories are online, Qcells says it will be able to build 8.4 gigawatts of panels each year in Georgia. That’s equal to about 40% of all the new solar capacity installed nationwide last year and enough to power 1.3 million homes.

A note of disclosure

This coverage is supported by a partnership with 1Earth Fund, the Kendeda Fund and Journalism Funding Partners. You can learn more and support our climate reporting by donating at https://www.ajc.com/donate/climate/"
7,[Georgia] https://www.ajc.com/news/,"Remembering Terry Maple, who turned Atlanta’s zoo from worst to one of best in U.S.",https://www.ajc.com/news/obituaries/terry-maple-turned-zoo-from-worst-to-one-of-best-in-us/WGF6IZDKQJHTHELAR242IDHUOE/,"Maple created a capable core team, raised money, instituted an expansive rebuild and rebranding program — including the birth of the moniker Zoo Atlanta — established corporate partnerships that helped foot the bills and transformed the zoo into a top-drawer educational and research facility. All that in the space of just a few years.

“He was a dynamic man,” said Gail Eaton, who once served the zoo as vice president of marketing and communications under Maple. “He knew what he wanted and he kept going until he got it.”

Mollie Bloomsmith, a noted animal researcher and a former Georgia Tech psychology student mentored by Maple, echoed that.

“He was a brilliant guy and extremely ambitious, and he had a vision of what was needed to improve animal welfare,” Bloomsmith said.

Credit: AJC Credit: AJC

After touching a tremendous number of lives both two- and four-legged, the 77-year-old Maple died Dec. 3 after suffering complications from an infection.

Maple had a winning smile and ready laugh, along with a robust physique that friends would point out reminded them of his sliverback charges. He also had a propensity for sharing a drink and a story, and his charisma could light up a room.

Combining his relentless optimism with canny marketing, he used tools such as the zoo’s best-known resident, gorilla Willie B., and local media to get the community behind his plans.

Maple’s signature projects drew widespread acclaim.

He replaced the empty, barred cages with naturalistic outdoor habitats including trees, grass and natural structures. Animals were brought out of solitary confinement into social groups. They sired more offspring. A heightened emphasis on education captivated visiting school children and their parents.

“I think the best day of my career was everybody who worked together — and Terry crying with happiness — because Willie B. stepped onto grass for the first time since he was three years old,” said Rita McManamon‚ recruited as the zoo’s chief veterinarian. It marked the debut of the Ford African Rain Forest, another public-private partnership with Maple’s stamp on it.

Long and painstaking negotiations with the Chinese culminated with giant pandas Lun Lun and Yang Yang being loaned by the Chinese to the zoo in 1999, a buzzy event across all of Atlanta. At the time it was one of only three zoos in the country exhibiting them.

Friends and family say a bond with animals infused Maple’s childhood, igniting a passion that led to a to a Ph.D in psychobiology at the University of California-Davis and an eventual professorship at Tech.

Explore Read and sign the online guestbook for Terry Maple

Maple kept a part-time position with the university while running Zoo Atlanta. He brought Georgia Tech graduate psychology students to Grant Park to study all animals great and small.

“The projects were focused mainly what I’d call animal welfare,” said Bloomsmith, who now heads behavior management programs at the Emory National Primate Research Center. “How can we better take care of animals in a zoo setting?”

The studies ranged from trying to determine whether animals in the petting zoo needed a “retreat space” to how well orangutans could solve problems with a joystick-equipped computer. Maple spread the resulting knowledge far and wide, through a journal he founded. He penned many books.

Exhibiting his passion could take some unusual forms and showed his humor. The veteran scientist was known to show up at scientific conferences wearing a gorilla suit.

“And he made up these — he called them psongs,” said daughter Molly. He would rewrite popular songs into scientific ditties. “Sixteen Candles” became “Sixteen Mandrills.” “I Believe I Can Fly” morphed into “I Believe I’m a Fly.” And he was not shy about bursting into song, or psong, at any moment.

The veteran zoo administrator departed in 2002, returning to Georgia Tech and later helming the Palm Beach Zoo. He left vivid memories behind for those who knew him.

“I’m having trouble imaging a world without Terry Maple,” Eaton said."
8,[California] https://www.mercurynews.com/latest-headlines/,Netflix's unprecedented viewing report shows these 5 shows on top,https://www.mercurynews.com/2023/12/13/netflix-viewership-top-5-shows/,"In a major step in transparency, Netflix for the first time released on Tuesday a report of what people watched on the streaming service during a six-month period.

Related Articles TV Streaming | List: Netflix’s top 50 titles in its new release of 2023 data The report, titled “What We Watched: A Netflix Engagement Report,” is set to be published twice a year, going forward, the company said in a memo.

The report measures the hours viewed for every title, the premiere date and whether the title was available globally. The report included only titles that had more than 50,000 hours viewed.

It’s among the most in-depth metrics Netflix has released about its subscriber engagement. As part of the Writers Guild of America contract ratified in October, streaming services such as Netflix and Disney+ pledged to increase transparency about how many hours certain programs are streamed.

This report covers 18,000 titles, measuring views from January to June 2023. Here’s what viewers spent the most hours watching:

• The Night Agent, season 1 (812.1 million hours). Spy thriller.

• Ginny & Georgia, season 2 (665.1 million hours). Young widow and her children move to Massachusetts town.

• The Glory, season 1 (662.8 million hours). Korean series about a bullied woman’s revenge plot.

• Wednesday, season 1 (507.7 million hours). Addams Family spinoff.

• Queen Charlotte: A Bridgerton Story (503.3 million hours). Six-episode prequel to historical romance.

Netflix co-CEO Ted Sarandos said during a conference call about the report that the most effective way to measure engagement is through viewing hours.

“It’s easy to understand. It mirrors third parties like Nielsen in the US. It makes Netflix very easy to compare to other streaming services,” he said.

Back when Netflix was in the early stages of its business, it wasn’t in its best interest to focus on transparency, Sarandos said, because “it didn’t want to provide roadmaps to future competitors.”

“We were building a new business and we also needed room to learn,” he said.

But that lack of transparency created an “environment of mistrust around the data.”

“This is probably more information than you need. But I think it creates a better environment for the Guild, for us, for the producers, for creators,” Sarandos said.

The company said more than 60% of Netflix titles released between January and June showed up on its weekly Top 10 lists, which Netflix began publishing in November 2021.

“This is a big step forward for Netflix and our industry,” the company said in a release. “We believe the viewing information in this report — combined with our weekly Top 10 and Most Popular lists — will give creators and our industry deeper insights into our audiences, and what resonates with them.”

Series dominated the list. The top movies were:

No. 14: The Mother , action movie with Jennifer Lopez as a trained assassin

, action movie with Jennifer Lopez as a trained assassin No. 20: Luther: The Fallen Sun , Idris Elba as a disgraced detective hunting a killer

, Idris Elba as a disgraced detective hunting a killer No. 23: Extraction 2, action-adventure starring Chris Hemsworth

Related Articles TV Streaming | Bay Area arts: 12 shows and exhibits to see this weekend

Bay Area arts: 12 shows and exhibits to see this weekend TV Streaming | List: Netflix’s top 50 titles in its new release of 2023 data

List: Netflix’s top 50 titles in its new release of 2023 data TV Streaming | What to watch: Strange, miraculous ‘Monster’ one of year’s best films

What to watch: Strange, miraculous ‘Monster’ one of year’s best films TV Streaming | Tom Cruise seen making out with daughter of Putin ally and ex-wife of oligarch: report

Tom Cruise seen making out with daughter of Putin ally and ex-wife of oligarch: report TV Streaming | Former California home of late ‘Mary Tyler Moore’ star Ted Knight sells for $1.2 million Netflix said the data revealed the staying power of sequels, such as the second season of Ginny & Georgia; You season 4; and Outer Banks season 3. Among new series at the top of the list were The Night Agent, The Glory, Wednesday, The Diplomat, Beef, Alpha Males, FUBAR and Fake Profile.

The report also showed how a variety of genres stuck with viewers. On the call, Lauren Smith, vice president of global strategy and finance, said that on average, members watched six different genres a month, and the company’s most watched titles are from more than 12 different genres.

The-CNN-Wire

™ & © 2023 Cable News Network, Inc., a Warner Bros. Discovery Company. All rights reserved."
9,[California] https://www.mercurynews.com/latest-headlines/,San Jose: Old Bayshore Highway off-ramp blocked after big rig overturns,https://www.mercurynews.com/2023/12/13/san-jose-old-bayshore-highway-off-ramp-blocked-after-big-rig-overturns/,"SAN JOSE – A big rig overturned Wednesday afternoon while exiting northbound Highway 101 onto Old Bayshore Highway in San Jose, according to the California Highway Patrol.

As a result, the off-ramp was closed. The CHP initially said the roadway would reopen around 6:30 p.m., but it remained blocked as of 7:30 p.m.

The crash happened around 3:30 p.m., according to CHP dispatch logs.

CHP Officer Ross Lee said the cause of the crash is under investigation, but “speed is likely a factor.” The big rig leaned to the left and overturned on the ramp, according to Lee.

No other vehicles were involved in the crash and no injuries were reported, Lee said.

US 101 NB to Old Bayshore, overturned big rig. The off ramp will be closed for approximately 2 hours. pic.twitter.com/hTfOKi1uZn — CHP San Jose (@CHPSanJose) December 14, 2023

Check back for updates."
