,Title,Link,Content(RAW)
0,Imigrasi Keluarkan Visa Multiple Entry 5 Tahun untuk Wisata dan …,https://www.kompas.com/tren/read/2023/12/26/103000065/imigrasi-keluarkan-visa-multiple-entry-5-tahun-untuk-wisata-dan-bisnis,"KOMPAS.com - Direktorat Jenderal (Ditjen) Imigrasi Kementerian Hukum dan HAM (Kemenkumham) mengeluarkan kebijakan Visa Multiple Entry 5 tahun dengan indeks D1 dan D2 pada Rabu (20/12/2023).

Visa Multiple Entry dengan indeks D1 digunakan untuk wisata, sementara indeks D2 untuk tujuan bisnis.

Visa Multiple Entry tersebut berguna untuk memudahkan orang asing masuk ke Indonesia dengan tujuan wisata dan bisnis dengan masa tinggal sampai 60 hari setiap kedatangan.

Dikutip dari laman resmi, Direktur Jenderal Imigrasi Silmy Karim mengungkapkan, pihaknya menerapkan kebijakan visa tersebut dalam rangka memastikan bahwa Indonesia mendapatkan warga negara asing (WNA) yang berkualitas.

Ia menilai, kebijakan itu juga dilakukan oleh negara lain seperti Australia dan negara Eropa yang mewajibkan WNA memiliki visa untuk masuk negaranya.

Baca juga: Alasan Dirjen Imigrasi Perketat Pembuatan Paspor untuk Wanita

Cara mendapatkan Visa Multiple Entry

Silmy menjelaskan, pengajuan Visa Multiple Entry cukup dilakukan secara online atau daring.

“Pengajuan Visa Multiple Entry cukup mudah, yaitu secara online melalui laman evisa.imigrasi.go.id, dan pembayarannya bisa menggunakan kartu kredit,” ujar dia.

“Visa Multiple Entry ini menawarkan kenyamanan bagi WNA dengan mobilitas tinggi,” tambahnya.

Menurutnya, proses pengajuan atau permohonan visa jadi lebih mudah karena tidak perlu lagi datang ke kantor perwakilan RI di luar negeri.

“Direktorat Jenderal Imigrasi berupaya untuk memudahkan orang asing dalam memohon visa Indonesia melalui online. Arahan Presiden jelas, bahwa digitalisasi merupakan solusi agar pelayanan menjadi lebih cepat, mudah, dan baik,” kata Silmy.

Kemudahan ini ditunjukkan dengan jumlah warga negara asing yang datang ke Indonesia sudah berangsur pulih.

Per tanggal 8 Desember 2023, pihaknya mencatat ada 9.869.348 orang wisatawan mancanegara memasuki Indonesia tahun ini.

Jumlah tersebut lebih tinggi 16 persen dari target kunjungan wisatawan mancanegara Kemenparekraf tahun 2023, yaitu sebesar 8.500.000 orang.

“Kami optimis bahwa dengan kebijakan visa yang baru ini akan semakin banyak warga negara asing yang berkunjung ke Indonesia seiring dengan kemudahan permohonan visa melalui online yang diluncurkan awal tahun 2023,” ungkapnya.

Baca juga: Imigrasi Terbitkan Aturan Baru, Pekerja Migran Bisa Bikin Paspor Tanpa Rekomendasi dan Tarif Nol Rupiah

Tentang Visa Multiple Entry

Dok. Shutterstock/dodotone Ilustrasi liburan di luar negeri. Ilustrasi liburan di luar negeri.

Dilansir dari Kompas.com (24/9/2022), Visa Multiple Entry adalah dokumen yang berlaku untuk beberapa kali kunjungan ke suatu negara.

Sehingga, pemegang visa ini diizinkan untuk keluar-masuk suatu negara tanpa harus mengajukan kembali dokumen secara berulang-ulang, sampai masa berlakunya habis.

Meski begitu, visa jenis ini masih memiliki waktu tinggal maksimal atau durasi lamanya tinggal di suatu negara.

Jika telah melewati tenggat waktu yang sudah ditentukan itu, maka pemegang visa harus keluar terlebih dahulu dari negara tersebut, kemudian bisa datang kembali.

Baca juga: Imigrasi: Paspor RI Harus Diganti jika Masa Berlaku Tinggal 6 Bulan, Ini Penjelasannya"
1,"Bisa Dikonsumsi Setiap Hari, Ini Waktu Terbaik Makan Alpukat",https://www.kompas.com/tren/read/2023/12/26/133000065/bisa-dikonsumsi-setiap-hari-ini-waktu-terbaik-makan-alpukat,"KOMPAS.com - Alpukat adalah salah satu buah yang kaya akan vitamin dan mineral penting yang dibutuhkan tubuh

Dalam satu buah alpukat berukuran sedang, sekitar 100 gram, terdapat 20 vitamin dan mineral berbeda.

Buah ini kaya akan magnesium, niasin, riboflavin, asam pantotenat, folat, potasium, asam lemak omega-3, beta-karoten, juga vitamin C dan E, menurut UCLA Health (26/1/2022).

Saat dikonsumsi secara rutin, alpukat dapat menurunkan tekanan darah (karena kadar kalium yang tinggi), menurunkan peradangan kardiovaskular, mencegah katarak, dan memberi perlindungan terhadap kerusakan akibat sinar UV.

Namun demikian, untuk mendapatkan manfaat tersebut, Anda harus mengetahui kapan waktu yang tepat untuk mengonsumsinya.

Lantas, kapan waktu terbaik untuk makan alpukat?

Baca juga: 5 Kelompok yang Tidak Dianjurkan Makan Alpukat, Siapa Saja?





Waktu terbaik untuk makan alpukat adalah ketika sudah matang sempurna dan memakannya dengan makanan pagi Anda.

Dilansir dari Ostrali, idealnya alpukat dimakan segara setelah buah itu matang dan tepat sebelum menjadi terlalu lunak.

Berikut waktu terbaik untuk makan alpukat:

Freepik Ilustrasi alpukat Ilustrasi alpukat

Alpukat dapat dimakan kapan saja, namun waktu terbaiknya yakni dimakan bersamaan dengan sarapan.

Sebuah studi menunjukkan bahwa alpukat mungkin merupakan sarapan yang sempurna untuk para juara.

Anda dapat memakan alpukat di atas roti panggang atau dibuat menjadi smoothie.

Mereka menemukan bahwa mengganti karbohidrat, seperti roti atau sereal, dengan alpukat dapat bermanfaat berjam-jam setelah makan.

Para peneliti menemukan, orang dewasa yang kelebihan berat badan yang makan alpukat saat sarapan menunjukkan peningkatan aliran darah dan tekanan darah yang lebih stabil.

Setelah sarapan, orang-orang yang makan dengan alpukat ekstra menemukan kadar gula darah dan lemak yang lebih baik.

Baca juga: Adakah Efek Samping Makan Alpukat di Malam Hari?"
2,Update Kepadatan Malioboro dan Daftar Kereta yang Berhenti …,https://www.kompas.com/tren/read/2023/12/26/130000165/update-kepadatan-malioboro-dan-daftar-kereta-yang-berhenti-luar-biasa-di,"KOMPAS.com - PT Kereta Api Indonesia (Persero) memberlakukan kebijakan pola rekayasa operasi Berhenti Luar Biasa (BLB) di Stasiun Lempuyangan, Daerah Istimewa Yogyakarta (DIY) untuk mengatasi dampak selama perayaan Natal dan tahun baru.

BLB yang dimaksud oleh PT KAI adalah pelanggan kereta api yang terdampak dapat naik atau turun di Stasiun Lempuyangan dengan tetap mengacu pada jadwal yang tertera pada tiketnya.

Terdapat 14 perjalanan kereta api yang mengalami BLB di Stasiun Lempuyangan imbas dari kemacetan dan kepadatan arus lalu lintas saat libur Natal dan tahun baru di sekitar kawasan Malioboro, Kota Yogyakarta, Daerah Istimewa Yogyakarta (DIY).

Baca juga: KAI Wisata Buka Lowongan Kerja untuk Lulusan SMA, Berminat?

Sebelumnya, PT KAI telah mengumumkan kejadian serupa pada Minggu (24/12/2023) dan berdampak pada 11 perjalanan kereta api.

Manager Humas Daerah Operasional (Daop) 6 Yogyakarta Krisbiyantoro mengatakan, kejadian BLB bukan pertama kali diberlakukan di Yogyakarta.

“Pada event besar seperti Angkutan Nataru dan Angkutan Lebaran bisa menimbulkan hal serupa, sehingga diberlakukanlah BLB,” ujarnya saat dihubungi Kompas.com, Selasa (26/12/2023).

Baca juga: Bisakah Penumpang Kereta Ekonomi Pilih Kursi yang Tidak Hadap Mundur?





Kris begitu dia akrab disapa menjelaskan, pola pemberlakuan BLB hanya dilakukan pada petang hingga malam hari saja.

Adapun bagi pelanggan yang terdampak BLB, pihaknya melakukan beberapa cara antisipasi kepada penumpang kereta.

“Bagi penumpang yang terdampak, kami akan menghubungi secara langsung by phone. Selain itu, kami juga melakukan SMS, mempublikasikan melalui media sosial KAI dan Whatsapp status,” ungkapnya.

Selain itu, Kris menjelaskan, hingga Selasa (26/12/2023), KAI masih akan memberlakukan BLB sebagai antisipasi keterlambatan pelanggan.

Baca juga: Profil Ignasius Jonan, Sosok yang Disebut Anies Akan Dilibatkan Lagi dalam Pembangunan Transportasi Kereta Api

Situasi terkini di sekitar Malioboro

Kompas.com/ULFA ARIEZA Kawasan Malioboro dipenuhi wisatawan pada libur Natal 2023, Senin (25/12/2023). Kawasan Malioboro dipenuhi wisatawan pada libur Natal 2023, Senin (25/12/2023).

Sementara itu, Kepala Dinas Perhubungan (Disub) Kota Yogyakarta, Agus Arif Nugroho menuturkan situasi terkini di sekitar kawasan Malioboro.

“Sejak pukul 05.30 WIB, terpantau arus lalu lintas di Kawasan Tugu, Malioboro Keraton (Gumaton) sudah sangat landai, karena sudah dilakukan pengaturan lalu lintas di kawasan tersebut,” ujarnya, Selasa (26/12/2023).

Meskipun demikian, senada dengan pernyataan dari KAI, Agus mengatakan, kejadian BLB masih bisa terjadi kembali.

“Meskipun hari ini terakhir libur Natal, namun karena anak-anak sekolah masih banyak yang libur sampai Kamis (2/12/2024), masih banyak wisatawan yang datang ke Yogyakarta dan ada peningkatan volume kendaraan yang menyebabkan kepadatan lalu lintas,” kata dia.

Terkait penyebab kemacetan, menurutnya disebabkan oleh perilaku wisata dari masyarakat.

Ia menjelaskan, di pagi hingga siang hari, wisatawan akan menikmati keindahan alam di luar Kota Yogyakarta, seperti Sleman, Kulon Progo, dan Gunung Kidul.

Lalu pada sore hari, sekitar pukul 15.00 WIB secara bertahap wisatawan akan kembali menuju Kota Yogyakarta untuk berwisata.

Menurut Arif, karena itu perilaku wisatawan ini, akhirnya terjadi peningkatan volume kendaraan di wilayah Kota Yogyakarta dan berimbas pada kepadatan lalu lintas.

Baca juga: Jadwal Kereta Api Tambahan untuk Liburan Nataru 2023

Daftar KA terdampak BLB pada 25 Desember 2023

KA Senja Utama Solo (KA 87) relasi Solo Balapan - Pasar Senen, keberangkatan pukul 19.47 WIB. KA Lodaya (KA 93) relasi Solo Balapan - Bandung, keberangkatan pukul 20.01 WIB. KA Gajayana (KA 55) relasi Malang - Gambir, keberangkatan pukul 20.27 WIB. KA Argo Dwipangga (KA 9) relasi Solo Balapan - Gambir, keberangkatan pukul 21.18 WIB. KA Lodaya Tambahan (KA 7023) relasi Solo Balapan - Bandung, keberangkatan pukul 21.38 WIB. KA Mutiara Selatan (KA 85) relasi Surabaya Gubeng - Bandung, keberangkatan pukul 22.29 WIB. KA Wijayakusuma (KA 117) relasi Surabaya Gubeng - Cilacap, keberangkatan pukul 22.38 WIB. KA Malabar (KA 121) relasi Malang - Bandung, keberangkatan pukul 22.56 WIB. KA Bima (KA 59) relasi Surabaya Gubeng - Gambir, keberangkatan pukul 23.13 WIB. KA Manahan (KA 81F) relasi Solo Balapan - Gambir, keberangkatan pukul 23.28 WIB. KA Turangga (KA 65) relasi Surabaya Gubeng - Bandung, keberangkatan pukul 23.54 WIB. KA Bangunkarta (124) relasi Pasar Senen - Jombang, keberangkatan pukul 20.04 WIB. KA Kertanegara (KA 134) relasi Purwokerto - Malang, keberangkatan pukul 21.06 WIB. KA Wijayakusuma (KA 118) relasi Cilacap - Surabaya Gubeng, keberangkatan pukul 18.40 WIB.

Baca juga: Cara Daftar Face Recognition Boarding Kereta Api lewat Aplikasi Access by KAI"
3,Kata dan Data: Menguji Sejumlah Pernyataan Mahfud MD dalam …,https://www.kompas.com/cekfakta/read/2023/12/26/084800082/kata-dan-data--menguji-sejumlah-pernyataan-mahfud-md-dalam-debat,"KOMPAS.com- Calon wakil presiden (cawapres) nomor urut 3, Mahfud MD memaparkan sejumlah gagasan dalam debat cawapres yang digelar Komisi Pemilihan Umum (KPU) pada Jumat (22/12/2023).

Dalam debat tersebut para cawapres membahas terkait ekonomi kerakyatan dan ekonomi digital, keuangan, investasi, pajak, perdagangan, pengelolan APBN-APBD, serta infrastruktur dan perkotaan.

Tim Cek Fakta Kompas.com menelusuri beberapa pernyataan Mahfud dalam debat tersebut. Berikut hasil rangkuman cek fakta pernyataan Mahfud dalam debat cawapres pada Jumat (22/12/2023): :

Banyak korupsi di sektor pertumbuhan ekonomi

Mahfud MD mengeklaim, banyak kasus korupsi dan inefisiensi di sektor-sektor pertumbuhan ekonomi. Sepertti sektor konsumsi, belanja pemerintah, ekspor-impor, dan investasi.

""Kita ini kaya raya dengan sumber daya alam dan sumber daya manusia yang hebat. Masalahnya apa? Masalahnya banyak korupsi dan inefisiensi di sektor-sektor pertumbuhan ekonomi, yaitu di sektor konsumsi, belanja pemerintah, ekspor-impor, dan investasi,"" kata Mahfud.

Faktanya:

Berdasarkan data Indonesia Corruption Watch (ICW) sepanjang 2022 beberapa korupsi sektor ekonomi mencatatkan tingkat kerugian negara terbesar.

Dari sekian banyak sektor, sektor perdagangan mencatatkan kerugian negara paling besar akibat korupsi, yaitu Rp 21 triliun.

Kemudian, diikuti sektor transportasi sebesar Rp 8,8 triliun; sektor sumber daya alam Rp 7 triliun; sektor agraria Rp 2,7 triliun; dan sektor utilitas Rp 982,7 miliar.

Sementara itu sektor perbankan Rp 516,3 miliar; pertahanan dan keamanan Rp 453,1 miliar; sektor desa Rp 381,9 miliar; sektor pemerintahan Rp 238,9 miliar; sektor pendidikan Rp 130,4 miliar; serta investasi dan pasar modal Rp 123,9 miliar.

Selengkapnya baca di sini.

Pertumbuhan ekonomi

Mahfud MD menyebutkan, pertumbuhan ekonomi di Indonesia tidak pernah mencapai 7 persen di era Reformasi.

Menurut dia, pertumbuhan ekonomi Indonesia pernah mencapai 7 persen pada 1989-1991.

""Ada yang bertanya, mungkin tidak Anda menargetkan mendapat pertumbuhan ekonomi 7 persen di dalam satu tahun. Karena dalam sejarah Reformasi tidak pernah sampai tumbuh sebanyak 7 persen. Dulu hanya pernah dicapai pada tahun '89-'91 di era Orde Baru,"" kata Mahfud."
4,12 Tipe Orang yang Sebaiknya Tidak Mengonsumsi Kunyit,https://www.kompas.com/tren/read/2023/12/26/063000365/12-tipe-orang-yang-sebaiknya-tidak-mengonsumsi-kunyit,"KOMPAS.com - Kunyit termasuk rempah-rempah yang sering dikonsumsi masyarakat Indonesia karena bermanfaat bagi kesehatan.

Kunyit berkhasiat sebagai anti-inflamasi, obat nyeri lutut, menurunkan kadar kolesterol, serta mengurangi risiko penyakit jantung dan sindrom iritasi usus besar.

Ahli gizi, Vikki Petersen mengungkapkan kunyit aman dikonsumsi dengan kadar 500 sampai 1.000 miligram per hari untuk mendapatkan manfaatnya.

Diberitakan Eat This Not That (12/3/2021), efek samping buruk mungkin timbul ketika seseorang mengonsumsi lebih dari 2.000 miligram kunyit sehari.

Di sisi lain, ada sekelompok orang yang perlu menghindari konsumsi kunyit agar tidak membahayakan kondisi tubuhnya.

Berikut daftar orang yang perlu menghindari konsumsi kunyit.

Baca juga: 5 Kelompok yang Tidak Dianjurkan Makan Alpukat, Siapa Saja?





1. Penderita celiac dan intoleransi gluten

Vikki menyebut, penderita penyakit celiac perlu menghindari kunyit berbentuk suplemen. Hal tersebut karena rempah ini berpotensi dipalsukan dengan bahan beracun dan logam berat seperti timbal.

Penyakit celiac merupakan kondisi saat sistem kekebalan menyerang jaringan tubuh ketika mengonsumsi gluten. Akibatnya, usus kecil rusak sehingga tubuh gagal menyerap nutrisi dengan baik.

Menurutnya, bahan silikon dioksida atau tepung dapat ditambahkan ke suplemen kunyit. Kedua hal ini mengandung gluten yang tidak boleh dikonsumsi penderita celiac.

Sama seperti penderita penyakit celiac, orang yang mengalami intoleransi gluten juga perlu menghindari suplemen kunyit karena alasan yang sama.

2. Penderita masalah batu ginjal

Tak hanya itu, pasien batu ginjal juga sebaiknya tidak mengonsumsi kunyit ataupun suplemen yang mengandung rempah tersebut.

Terdapat kekhawatiran mereka yang memiliki kecenderungan batu ginjal kondisinya akan memburuk akibat oksalat yang ada dalam kunyit.

Oksalat adalah senyawa organik yang terkandung dalam beberapa jenis tumbuhan, termasuk kunyit. Senyawa ini dapat memperparah kondisi batu ginjal.

Baca juga: 7 Kelompok Orang yang Tidak Boleh Minum Air Kelapa, Siapa Saja Mereka?

3. Penderita masalah kandung empedu

iStockphoto/juefraphoto Ilustrasi air rebusan kunyit. Ilustrasi air rebusan kunyit.

Lebih lanjut, dilansir Medicine Net (20/1/2023), kunyit dapat memperburuk masalah kandung empedu. Ini karena kunyit mampu meningkatkan sekresi atau proses pengeluaran zat sisa empedu.

Orang yang memiliki batu empedu atau penyumbatan saluran empedu sebaiknya menghindari penggunaan suplemen kunyit ataupun mengonsumsi rempah ini."
5,"Batas Usia Peserta SNPMB 2024 Paket C Diubah, Tidak Lagi 25 …",https://www.kompas.com/edu/read/2023/12/25/210438571/batas-usia-peserta-snpmb-2024-paket-c-diubah-tidak-lagi-25-tahun,"KOMPAS.com - Panitia Seleksi Nasional Penerimaan Mahasiswa Baru (SNPMB) mengubah batasan umur peserta Paket C di SNPMB 2024.

Dilansir dari laman resmi SNPMB, peserta Paket C di SNPMB 2024 yang awalnya sampai 25 tahun kini diubah menjadi maksimal 22 tahun.

Baca juga: Biaya Kuliah Kedokteran UI Jalur SNBP, SNBT dan Mandiri

Sebelumnya, Ketua Umum Tim Penanggung Jawab SNPMB, Ganefri mengatakan, ujian tulis berbasis komputer (UTBK) boleh diikuti oleh siswa yang masih duduk dibangku ataupun lulusan kelas 12 sekolah menengah sederajat.

""Ini juga kita batasi siswa SMA/MA/SMK kelas XII atau kelas terakhir pada tahun 2024,"" kata Ganefri di Kantor Kemendikbud Ristek, Jakarta Selatan, Jumat (8/12/2023).

Ganefri melanjutkan, lulusan atau peserta didik Paket C juga diperkenankan ikut UTBK selama masih berusia di bawah 22 tahun per 1 Juli 2024.

Ia juga menjelaskan, pembatasan ini dimaksudkan agar rentan usia antar-mahasiswa baru nantinya tidak terlalu jauh.

""Paket C ini juga harus kita batasi. Karena kalau enggak dibatasi, mereka bergaul sama-sama mahasiswa baru ada yang sudah jadi bapaknya juga. Jadi teman sebayanya enggak sama, enggak seangkatan,"" ujarnya.

Baca juga: 8 Beasiswa S1-S3 yang Dibuka Januari 2024, Kuliah Gratis dan Uang Saku

""Maka umurnya maksimal 22 tahun,"" lanjut Ganefri lagi.

Ganefri melanjutkan, pelaksanaan UTBK akan dibagi menjadi dua gelombang yakni gelombang pertama 30 April sampai 7 Mei 2024 dan gelombang kedua 14-20 Mei 2024."
6,"Resep Aneka Sayur Panggang, Pendamping Makan Daging …",https://www.kompas.com/food/read/2023/12/26/124027975/resep-aneka-sayur-panggang-pendamping-makan-daging-bakar,"KOMPAS.com - Bukan cuma daging dan seafood, sayur juga cocok dipanggang atau dibakar saat malam Tahun Baru. Mengonsumsi sayur dapat menyeimbangkan asupan daging yang cenderung banyak saat acara bakar-bakar itu.

Beberapa sayur yang cocok dipanggang seperti terong, jagung, paprika, jamur kancing, dan bawang bombai.

Sayur panggang tak perlu dibumbui terlalu kompleks, bisa menggunakan garam dan lada saja. Bila ingin lebih harum dan gurih, tambahkan bumbu ala Italia dan bawang putih.

Sudah siap bakar sayur? Simak resep sayur panggang dari Food Network berikut.

Baca juga:

Resep sayur panggang

Bahan sayur panggang

3 buah paprika, buang bijinya dan belah

3 buah labu kuning, iris memanjang tebal 1,5 cm

3 zukini, iris memanjang tebal 1,5 cm

3 terong jepang, iris memanjang tebal 1,5 cm

12 buah jamur kancing

500 gram asparagus, potong

12 batang daun bawang, buang akarnya

60 ml plus 2 sdm minyak zaitun

Garam dan lada bubuk secukupnya

3 sdm cuka balsamik

2 siung bawang putih, cincang

1 sdt daun peterseli cincang

1 sdt daun basil segar cincang

1/2 sdt daun rosemary segar cincang

Baca juga:

Cara memanggang sayur pakai grill pan"
7,"Dua Bulan Operasi, Kereta Cepat Whoosh Angkut 1 Juta …",https://www.kompas.com/properti/read/2023/12/26/120000121/dua-bulan-operasi-kereta-cepat-whoosh-angkut-1-juta-penumpang,"JAKARTA, KOMPAS.com - Kereta Cepat Whoosh berhasil mengangkut 1.028.216 penumpang terhitung sejak mulai beroperasi komersial pada 17 Oktober 2023 hingga 25 Desember 2023.

Jumlah penumpang terbanyak yang dilayani Kereta Cepat Whoosh dalam satu hari mencapai 21.500 orang.

Direktur Utama PT Kereta Cepat Indonesia China (KCIC) Dwiyana Slamet Riyadi mengatakan, pencapaian ini menunjukkan tingginya permintaan masyarakat akan transportasi umum yang modern dan andal dengan efisiensi waktu tempuh serta kenyamanan.

""KCIC berterima kasih kepada seluruh penumpang Whoosh dan ini menjadi salah satu motivasi kami untuk terus memberikan pelayanan terbaik kepada masyarakat,"" ujar Dwiyana, dikutip dari keterangan resmi.

Capaian satu juta penumpang juga menjadi salah satu bukti bahwa Kereta Cepat Whoosh telah mendapatkan kepercayaan masyarakat dan menjadi moda transportasi pilihan untuk perjalanan Jakarta-Bandung.

Selain itu, selama dua bulan beroperasi fungsional, perjalanan Kereta Cepat Whoosh terpantau lancar dan mencapai Zero Accident.

Baca juga: Libur Akhir Tahun, Penumpang Kereta Cepat Whoosh Naik 20 Persen

Berdasarkan survei, 48 persen penumpang Kereta Cepat Whoosh sebelumnya merupakan pengguna mobil pribadi.

Artinya, kehadiran Whoosh berhasil membantu program pemerintah dalam mengalihkan masyarakat dari transportasi pribadi ke transportasi umum yang lebih aman dan ramah lingkungan.

""Dengan tersedianya fasilitas yang baik dan layanan yang efisien, masyarakat semakin memilih transportasi umum seperti Whoosh, sehingga berkontribusi terhadap berkurangnya ketergantungan kepada mobil pribadi,"" tandas Dwiyana."
8,Ancaman Gentrifikasi di Balik Wacana Bangun 40 Kota Selevel …,https://www.kompas.com/properti/read/2023/12/26/074146921/ancaman-gentrifikasi-di-balik-wacana-bangun-40-kota-selevel-jakarta,"RENCANA pembangunan 40 kota baru yang selevel dengan Jakarta oleh salah satu pasangan calon presiden-wakil presiden mendapat tanggapan beragam dari berbagai pihak.

Sebagian pihak mendukung rencana tersebut, sedangkan sebagian pihak lainnya menilai rencana tersebut tidak realistis.

Pihak pendukung berpendapat rencana tersebut merupakan langkah tepat untuk mengatasi masalah perkotaan di Indonesia. Jika direalisasikan, mereka menganggap dapat menciptakan lapangan kerja dan meningkatkan pertumbuhan ekonomi.

Sementara itu, pihak kontra berpendapat rencana tersebut terlalu ambisius dan tidak realistis. Wacana itu akan menghabiskan anggaran besar dan tidak dapat diselesaikan dalam waktu lima tahun.

Terlepas dari pro dan kontra, rencana pembangunan 40 kota baru tersebut juga menimbulkan kekhawatiran terjadinya gentrifikasi.

Gentrifikasi adalah proses perubahan suatu kawasan perkotaan yang semula dihuni oleh masyarakat berpenghasilan rendah menjadi kawasan elite.

Sangat jelas rencana pembangunan 40 kota baru bisa menjadi faktor pemicu terjadinya gentrifikasi.

Hal ini karena pembangunan kota baru akan menarik minat investor untuk berinvestasi di bidang properti. Investor biasanya akan membangun properti mewah yang diperuntukkan masyarakat kelas menengah ke atas.

Gentrifikasi, meskipun seringkali disalahartikan sebagai “monster kota” yang merugikan masyarakat kelas menengah ke bawah di perkotaan, sebenarnya memiliki dampak ekonomi lebih kompleks.

Dalam konteks ketegangan antara kelas atas dan bawah, gentrifikasi diartikan sebagai proses perlahan penggusuran penduduk asli di suatu wilayah oleh mereka yang memiliki daya beli lebih tinggi.

Namun, perspektif ini tidak selalu mencerminkan deskripsi yang sebenarnya terkait gentrifikasi.

Sebab, di samping hingar bingar kemewahan perkotaan yang menarik sebagian besar masyarakat untuk mengadu nasib di perkotaan, pada akhirnya gentrifikasi menimbulkan berbagai dampak negatif bagi masyarakat, di antaranya:

Peningkatan harga properti

Gentrifikasi dapat menyebabkan kenaikan harga properti di kawasan tersebut. Hal ini dapat membuat masyarakat berpenghasilan rendah yang tinggal di kawasan tersebut tergusur.

Harga properti di suatu wilayah sebagian besar tergantung pada produktivitas penduduknya. Semakin produktif penduduk, semakin mahal harga rumah."
9,Studi: Kualitas Udara Dalam Ruangan Berpengaruh pada …,https://www.kompas.com/sains/read/2023/12/26/110000423/studi--kualitas-udara-dalam-ruangan-berpengaruh-pada-kreativitas,"KOMPAS.com - Kreativitas seakan keajaiban dalam pikiran kita yang mampu menciptakan hal-hal luar biasa.

Kreativitas memberikan kita kemampuan untuk membayangkan, menciptakan, dan menghubungkan ide-ide secara baru dan unik.

Baca juga: Asah Kreativitas dan Empati Anak dengan Bermain Peran

Ini membuka peluang untuk melihat dunia dengan perspektif yang berbeda dan menemukan hal-hal yang sebelumnya tak terbayangkan.

Namun, ternyata kualitas udara dalam ruangan memiliki pengaruh pada kreativitas seseorang.

Udara kotor dengan VOC mempengaruhi kreativitas

Dilansir dari earth.com, Rabu (20/12/2023), penelitian dari Nanyang Technological University, Singapura (NTU), mengungkapkan bahwa kualitas udara dalam ruangan ternyata memiliki pengaruh signifikan terhadap kreativitas individu.

Penelitian yang diterbitkan dalam jurnal Nature Scientific Reports mengevaluasi dampak kualitas udara dalam ruangan terhadap kinerja orang dewasa, teknologi filter udara di iklim tropis, dan pengembangan solusi udara bersih inovatif dan hemat energi.

Peneliti menemukan tingginya kadar senyawa organik volatil (VOC) dalam udara kantor yang berasal dari produk deterjen, pestisida, parfum, semprotan aerosol, dan cat.

Tingginya senyawa VOC dapat merugikan kreativitas individu yang sedang mengerjakan tugas membuat model 3D dari balok LEGO.

Selain itu peneliti menemukan mahasiswa sarjana dan pascasarjana menghasilkan kreativitas yang lebih rendah saat terpapar senyawa organik volatil tinggi, dikutip dari Livemint.com, Rabu (20/12/2023).

Membersihkan udara dapat meningkatkan kreativitas

Berdasarkan analisis statistik, peneliti menemukan bahwa mengurangi total senyawa organik volatil (TVOC) sebesar 72 persen dapat meningkatkan potensi kreatif seseorang sebesar 12 persen.

Baca juga: Pancing Kreativitas dengan Banyak Berjalan

TVOC merupakan ukuran konsentrasi senyawa organik yang mudah menguap di udara yang biasanya berasal dari dekorasi interior, produk rumah tangga, dan sumber lainnya.

Profesor Ng Bing Feng dan Profesor Wan Man Pun, pemimpin tim peneliti menekankan bahwa penemuan ini penting karena menunjukkan bahwa kualitas udara dalam ruangan tidak hanya memengaruhi paru-paru tetapi juga pikiran dan kreativitas seseorang.

Temuan ini memiliki implikasi praktis bagi industri kreatif di mana seniman dan pekerja kreatif dapat terpapar senyawa organik volatil dari cat dan bahan lainnya.

Profesor Wan menyoroti bagaimana penyesuaian sederhana seperti ventilasi yang memadai, dapat berdampak positif pada karyawan dan produktivitas mereka.

Studi ini juga menegaskan pentingnya menjaga kualitas udara di lingkungan dalam ruangan untuk mendukung fungsi kognitif, terutama kreativitas.

Baca juga: Meja Kerja Berantakan Memicu Kreativitas"
